,ADRO,PTBA,INDY,ITMG,ret_ADRO,ret_PTBA,ret_INDY,ret_ITMG
2014-02-06,1106.1825187277434,2440.9287424013078,12475.690537581588,52.7967880212918,-0.020952866555163083,-0.0014954890146760885,-0.029500478597871985,-0.051981138615394405
2014-02-07,1096.736530762796,2464.168340243694,12848.13946568464,55.66316964980168,-0.00857593551653589,0.009475764226910384,0.029417018376087536,0.05286834518136105
2014-02-10,1057.3769619629961,2476.7065757429777,12470.417561414148,57.7658986922467,-0.0365477027989667,0.005075320718177206,-0.029839767786540437,0.037079912430398966
2014-02-11,1048.7143999543339,2475.5733941009635,12384.426659613091,57.32841153470515,-0.008226244137044963,-0.00045764038733345496,-0.0069194756670890745,-0.007602274407986243
2014-02-12,1065.1044988950703,2559.106976082479,12742.57877196285,60.74717212894218,0.015507882369311365,0.03318631659323132,0.02850927630045215,0.05792419268386816
2014-02-13,1083.028661680999,2590.0535675058254,12334.551956787249,61.19309682144609,0.016688517371997398,0.01202019776650296,-0.0325446186404187,0.007313854301641229
2014-02-14,1103.0488560303456,2572.7862574750943,12452.306772481337,58.399204385959436,0.01831660031420311,-0.006689099410463945,0.009501462276113825,-0.04673211990773341
2014-02-17,1066.117529945763,2580.0439694453953,12511.766311716718,58.104735257632846,-0.03405446016363594,0.0028169826872160683,0.004763617817737774,-0.0050551038239736844
2014-02-18,1055.4285046589255,2499.756064117044,12618.824848634938,60.18960406229886,-0.010076722880021352,-0.03161328844871578,0.008520228106652969,0.035252485017791005
2014-02-19,1038.460045161317,2527.1840322961025,12418.45931649843,61.29356362390573,-0.01620796002960614,0.010912499387450729,-0.01600571438301191,0.01817519204368708
2014-02-20,1035.5379114746122,2512.1376345853514,12291.932666743971,64.24725937983891,-0.0028178770484691093,-0.005971614204629806,-0.010240853777588063,0.047064227848052156
2014-02-21,1064.5046127838527,2476.6840758196117,12272.956161753997,65.70157685803323,0.027588525688321118,-0.01421343863857744,-0.001545010758835169,0.02238385878700972
2014-02-24,1073.078786369411,2514.9570405574427,13148.1327120523,67.61800629675602,0.008022348577072827,0.015335122811999247,0.0688815937743359,0.028751386830743304
2014-02-25,1069.7752957663145,2479.336043010561,13034.033320253171,66.85297685118522,-0.00308326474275127,-0.014264922376780004,-0.008715865140151508,-0.011378480050663217
2014-02-26,1074.5777611275782,2433.730803168659,13393.037453417377,76.08460401522889,0.004479181611601299,-0.01856540982471139,0.027171094575754163,0.129350098987492
2014-02-27,1100.002681450573,2418.815064154915,13462.733504319585,74.94635596599576,0.02338481340891066,-0.006147612571869451,0.005190408235266425,-0.015073328019866392
2014-02-28,1100.3659615364643,2412.761105573281,13545.52672244875,73.51086097828886,0.0003301992966951052,-0.0025059986791959705,0.006130974507477257,-0.0193394401193524
2014-03-03,1116.2422060593353,2451.832734496353,14016.17360755062,69.42753246312942,0.014325054150132834,0.016064021135526182,0.03415555886496814,-0.057149653503824324
2014-03-04,1106.0139899672274,2471.120709316147,14126.990035783578,66.55924269425536,-0.00920531875375242,0.007835976404828134,0.00787523409710909,-0.042191091552792624
2014-03-05,1107.1751641857368,2509.3670551469418,13653.912310507765,67.97265546206197,0.0010493222622889396,0.015358775875184938,-0.034061057879076755,0.021013080086439526
2014-03-06,1098.6520591540477,2564.348896453675,13364.179502768813,66.60486814704983,-0.007727846821223309,0.021674052781477257,-0.021448140500028766,-0.020327828567969882
2014-03-07,1120.3419929851225,2604.326381059718,13727.10361363309,77.63182750666806,0.019549961958651236,0.01546944997972619,0.02679428818521363,0.15319982120710243
2014-03-10,1121.9854242726917,2603.995066431507,13853.779458677222,80.12115945441069,0.001465826595334417,-0.00012722510774279615,0.009185836106023136,0.03156249078266806
2014-03-11,1087.3221737393628,2684.346743092787,14170.604909017005,77.25388035887838,-0.03138186396229457,0.030390569964031375,0.022611661696848997,-0.03644283646662809
2014-03-12,1059.77870181296,2736.3059019468824,13326.470982001201,74.0251907599501,-0.025657837755996695,0.019171400080581658,-0.06141738560229542,-0.042691694748301395
2014-03-13,1050.4828992165253,2820.2402044892933,13794.403850854485,77.17917660285744,-0.008810151991795884,0.03021326044183393,0.034510635259872774,0.04172423657169889
2014-03-14,1054.4294649892947,2880.113784305133,13854.165321963736,78.59531114506593,0.0037498667065032584,0.02100774158728056,0.004322940822239286,0.01818235549022459
2014-03-17,1101.457811005913,2835.5514577407253,13979.350170162283,82.29891948222539,0.04363475595670384,-0.015593365821506404,0.008995320217600368,0.046045935570955834
2014-03-18,1116.3337172196657,2847.065132134809,14486.34871055057,78.4900974512251,0.013415263900415511,0.004052249511196604,0.035625484824763756,-0.04738550887078644
2014-03-19,1102.225920910973,2851.324866192554,14442.190636156605,81.29717948664634,-0.012718149405225938,0.0014950660984768232,-0.0030529096655575144,0.035138853577789786
2014-03-20,1127.1731938088892,2950.057237290582,14856.138186994742,76.45720862602867,0.022381200479491624,0.034040821040020604,0.028259297706885952,-0.06138010332654299
2014-03-21,1160.210242532627,2986.5967815862487,14722.172080600794,70.71927020147089,0.028888332158631957,0.012309966387619808,-0.009058463532112915,-0.07801312123743694
2014-03-24,1160.9295532116732,2897.5241076072793,14579.790311525205,65.49369328547188,0.0006197909349462428,-0.030277922684786733,-0.00971831768675157,-0.07676424643935177
2014-03-25,1189.7326819271173,2882.470173050831,14353.066148082853,68.86295593283278,0.024507621659525188,-0.005208990827462871,-0.01567275631388307,0.05016453140553316
2014-03-26,1156.6971903653475,2829.204028621463,14251.218238276711,68.93634109426868,-0.02815995054540521,-0.01865221538789182,-0.007121194771692864,0.001065102216872398
2014-03-27,1206.8183288106673,2773.9351771713627,14240.622518848517,70.04365733520491,0.04241872182398873,-0.019728456501549016,-0.0007437722263701103,0.015935237951528708
2014-03-28,1185.0632868560956,2806.4773785065063,14368.220678952093,63.21617863381623,-0.018191236340679668,0.011663141353623483,0.008920249260788191,-0.1025584644272946
2014-03-31,1192.7212275672068,2744.989643702088,14462.123282936436,63.88171758671084,0.006441262563435465,-0.02215279280618733,0.0065141738279017375,0.010472951258059112
2014-04-01,1151.2620906329291,2733.982714389195,14043.104039686319,67.09496290179148,-0.035378631643391154,-0.0040178863483706535,-0.029401584718643767,0.04907576194000436
2014-04-02,1164.338969816939,2666.20055425219,13905.877949821039,67.18016154383928,0.011294707387764936,-0.025104970241513327,-0.00981983477118052,0.00126901619094715
2014-04-03,1183.787344709339,2728.9994243035003,13933.817620227845,70.49671664960314,0.016565394723012654,0.02328058519269901,0.002007182852753881,0.048188147564540505
2014-04-04,1118.2576976538433,2605.9711199869394,13667.43268180748,68.7732135513413,-0.056947065853383994,-0.046129634253021856,-0.019302981337381765,-0.024751805176580665
2014-04-07,1118.2694184140992,2608.3446015161635,14116.808281423126,66.35022039768083,1.0481214532894738e-05,0.0009103713008246746,0.032350337767720026,-0.03586724869486874
2014-04-08,1103.9337652567003,2620.7964001185214,14375.713873907376,71.86667726620226,-0.012902377365977278,0.004762473275649223,0.01817408212238041,0.07986561533942763
2014-04-09,1116.7665156514468,2685.1460252263346,14123.752537470764,70.37505219267386,0.01155751935607795,0.02425687094662382,-0.017682289042764553,-0.020973869759468237
2014-04-10,1076.7719382637436,2775.835058876554,14687.359725926806,67.61618265767294,-0.03646985090879289,0.03321651200695231,0.03912928408242482,-0.03999148526895756
2014-04-11,1127.6997530058693,2745.955875913957,14646.377036199066,67.23875526072808,0.046212321967495584,-0.010822385325969228,-0.002794237687843204,-0.005597546344979487
2014-04-14,1123.9868937059066,2890.8079490868536,15210.926626102757,69.55712433531325,-0.0032978502318831955,0.0514067914886792,0.03782102298302249,0.033898551368882014
2014-04-15,1116.0717182388778,2884.0238849040998,15700.359910450667,70.58821857489333,-0.007066965450311146,-0.0023495289555112505,0.03166960974527891,0.014714907013071606
2014-04-16,1092.2410796369954,2879.1390365524026,15684.997522189431,66.60441208408054,-0.02158350369401381,-0.001695197442122425,-0.0009789526546628122,-0.058092432003378866
2014-04-17,1119.120921242114,2864.616145364325,16038.11509863091,67.23731323401329,0.02431186351489523,-0.005056943298309904,0.022263399309674616,0.009457527029016416
2014-04-18,1162.9392657278881,2810.322004104847,16208.726568081493,67.29619155653785,0.03840716472877564,-0.019135291526262626,0.010581691266965504,0.0008752961037525676
2014-04-21,1127.783385671064,2855.1164529670523,15913.813002297316,64.59220979295249,-0.0306965494434361,0.015813562417836192,-0.018362299875143123,-0.04100983391710002
2014-04-22,1114.3539637033464,2805.251958201598,16341.330268545082,64.21544290038234,-0.011979268413506217,-0.01761927179496879,0.026510023530895155,-0.005850086686859613
2014-04-23,1139.7171813670336,2807.982519312571,16073.898911607366,66.47997904945717,0.02250531286578455,0.000972901216684636,-0.016500727069211338,0.034657110017006915
2014-04-24,1153.527614001717,2752.8755004892787,16094.47772280999,64.59661034498436,0.012044592554040057,-0.019820258905218498,0.0012794437371676222,-0.02873889743459576
2014-04-25,1131.9346505617425,2818.4046405170056,15291.516958211561,68.65568387735496,-0.01889648873288901,0.023524992628197294,-0.05117798710971703,0.0609419858234634
2014-04-28,1138.9163792900945,2761.254819758358,15665.964032369247,68.3764839206968,0.006149016941278869,-0.02048577330173755,0.024192235578493475,-0.004074960609534124
2014-04-29,1166.6187496304221,2792.8452237760052,15653.947693634873,68.29895362772615,0.024032341368301978,0.01137564841587596,-0.0007673290671502051,-0.0011345169648224577
2014-04-30,1142.0139058237926,2706.176851477648,15590.715011704347,67.40295155283916,-0.021316319350391154,-0.03152398673899021,-0.0040475884700761945,-0.013205637676529597
2014-05-01,1156.962354916736,2637.0309770514655,15578.20255203276,70.23803447034845,0.01300462298926342,-0.0258832285435544,-0.000802880646602283,0.041201157337614015
2014-05-02,1187.5476858483441,2686.428905502701,15522.573332291433,71.7403025788955,0.026092501746966344,0.018559112840484737,-0.0035773563511320087,0.021162723928337596
2014-05-05,1190.4077287180296,2722.48356895524,15187.349420585751,66.40382449667048,0.002405464990004112,0.013331773305408554,-0.02183250214586025,-0.07729803714542108
2014-05-06,1172.6601049356518,2704.7119180648674,15707.475557972719,65.8894461088239,-0.01502111554636496,-0.006549133692854531,0.03367394286240338,-0.0077763740757723614
2014-05-07,1189.621712350223,2648.8434005701624,14946.647562126576,63.400988135691165,0.014360605736847469,-0.02087231472583009,-0.049649717865693145,-0.038498831531169106
2014-05-08,1176.8624407519897,2736.6313411459464,14901.435276396576,61.044689564982264,-0.010783419124841404,0.03260463437373041,-0.0030294957672068164,-0.03787323529745502
2014-05-09,1246.6399584895705,2758.931039986367,15068.331600651753,62.818262437962275,0.05759995017745099,0.008115573870927702,0.011137760945766058,0.028639622590654938
2014-05-12,1217.267943049487,2690.4742367653603,15309.281387012372,63.95354341680094,-0.02384294224086742,-0.025125826083889878,0.01586397454402316,0.017911101314375958
2014-05-13,1227.0139875395473,2733.416659647593,15063.955359871532,67.42491536784925,0.007974608835023498,0.01583487610365558,-0.016154443091380408,0.05285767815494035
2014-05-14,1269.0551021088788,2714.270118889353,15124.56282580394,66.64913566255773,0.03368904401563084,-0.007029265952079581,0.004015271434509739,-0.01157253558377528
2014-05-15,1255.773667304373,2735.763929591154,15038.020022060782,63.45812919609643,-0.010520758850124648,0.007887628571262165,-0.005738437034053656,-0.04906177256532004
2014-05-16,1219.6485612948766,2734.6818637663,15065.615579123612,65.81793690567122,-0.02918909788281814,-0.00039560426328697396,0.0018333709029731452,0.03651209286239244
2014-05-19,1188.0841546375239,2697.1799223232447,15406.627113161425,70.46222820430422,-0.02622069706563006,-0.013808354775840428,0.02238271558776742,0.06818439755640641
2014-05-20,1164.4346528300807,2637.0363047366463,15088.305785326043,69.39616078233087,-0.020106362976394405,-0.022551079239031244,-0.02087775640114737,-0.015245250247178509
2014-05-21,1149.5438771949368,2694.104667490041,15991.869528429677,71.0306308067534,-0.012870457521074805,0.02141025459306599,0.05816044613676126,0.023279657976754065
2014-05-22,1152.1649315702753,2676.9544220339094,16564.65055614887,64.97835647203588,0.0022774866206322613,-0.006386190677625411,0.035190501604479694,-0.08905696672689796
2014-05-23,1155.2522667940848,2720.5677118863982,16550.581617411674,63.755718964382645,0.0026760111421327455,0.016160837503889205,-0.0008496959652839641,-0.018995347832955145
2014-05-26,1174.7132401296624,2747.33230423744,16664.23306336578,61.692730525500615,0.016705333923480118,0.009789793533817965,0.006843445648988157,-0.032892784974006516
2014-05-27,1188.2464954275254,2749.4008440439893,17052.683036030703,66.01566957199928,0.01145462029409428,0.0007526433786743031,0.023042864265766246,0.0677260273187414
2014-05-28,1143.5260541394716,2732.662231203893,17962.996075668936,63.14030826611504,-0.038362168374597876,-0.0061067027606511995,0.05200631415286382,-0.044532766223464436
2014-05-29,1175.0515063431435,2777.9614713405713,18398.884078765142,60.87614182015176,0.027195463044182838,0.016441064741564582,0.023976146563373053,-0.03651802735533537
2014-05-30,1155.6082534495158,2744.5408860261564,18257.26470045342,62.655391868612924,-0.016685150103067013,-0.012103568690518304,-0.007726948282976076,0.02880840295856217
2014-06-02,1111.53963953335,2837.833044635024,17387.904744696156,65.41880083837361,-0.03888071483384373,0.03342694214090235,-0.048788231708900044,0.04315995075850136
2014-06-03,1122.4812326087597,2922.030290896102,17811.562110434937,62.81987063622153,0.009795504330870472,0.029237931290492906,0.02407296830265395,-0.04053825691169572
2014-06-04,1118.8046778965133,2962.797200646753,17811.4662063005,60.56308646422176,-0.0032807577049317822,0.013855142553870967,-5.384389759562201e-06,-0.03658586160756281
2014-06-05,1102.5363959738684,2943.0280133609494,18117.786822405356,59.27138098910926,-0.014647523494901933,-0.0066948344756649816,0.01705173430767459,-0.02155899772745354
2014-06-06,1089.5062155837416,2955.9521502490875,17432.687620785295,57.38414874310486,-0.011888759641532517,0.0043818277765789474,-0.038547110355158495,-0.03235846460981508
2014-06-09,1113.9410352045259,2909.0449715559075,17616.36192326765,58.81681545279361,0.022179629034460774,-0.0159959767747583,0.010481082157779235,0.024659680222663634
2014-06-10,1113.6015107693936,2925.8289564521274,16998.628359722745,60.402514617854024,-0.00030484215744858194,0.005753005598753592,-0.035695468835059606,0.026602945710823344
2014-06-11,1109.2141826403695,2915.6267257349764,17462.055144630987,63.27461854756093,-0.003947546204020113,-0.0034930475024235763,0.026897593283888847,0.04645354110713701
2014-06-12,1115.2168036683088,2962.2538387921004,17193.66776116245,61.533030712685765,0.0053970077157587445,0.015865613672683687,-0.015489086749214658,-0.027910162534022377
2014-06-13,1081.077366628591,3010.3146149288104,16956.15128484509,61.19197440394896,-0.03109072316713075,0.016094185912741355,-0.013910486961632466,-0.005558071664522014
2014-06-16,1083.38793970833,3032.2095516693075,17449.382534306522,63.13546717315876,0.0021350066925585986,0.007246982208529882,0.028673587517003888,0.03126664672529457
2014-06-17,1077.1970937370268,3003.807734660412,17193.734595609796,61.48993058203182,-0.005730728315142301,-0.009410849994753544,-0.014759213408174236,-0.026409259420240444
2014-06-18,1098.5300232335894,3005.328471724825,17201.073639839724,61.221206834969706,0.019610559614791752,0.0005061416631769138,0.000426753031508193,-0.0043797846272941535
2014-06-19,1101.6269395887803,3135.5701238555375,17278.14485216855,61.036926868150246,0.00281517951022343,0.04242414483221747,0.004470596728302327,-0.003014606894393807
2014-06-20,1152.9553111656146,3103.2913252350995,17044.693648360615,61.38376386554117,0.045540358691879945,-0.01034774915481214,-0.013603467200964515,0.005666328515402245
2014-06-23,1169.5818023560278,3085.5129432662,17349.927980563,64.82733842553868,0.014317769241643567,-0.005745352446627816,0.017749423088502206,0.05458203564353341
2014-06-24,1174.9502633779064,3071.384391768321,17765.010549068837,63.937462759785994,0.004579566628932229,-0.004589511739083941,0.023642467876681623,-0.013821942406436924
2014-06-25,1157.6186773708175,2994.0177491876584,18611.474604818646,67.19893394731027,-0.014860786891572119,-0.0255121876671662,0.046547481458616584,0.049751922259423945
2014-06-26,1127.4438327533483,2960.0009407165335,19009.58123702671,73.36164839385323,-0.02641205535454437,-0.011426628086697272,0.02116482295184158,0.08774391409892071
2014-06-27,1102.249945421657,2983.8341492924924,19365.485693732524,70.37621831376171,-0.022599479673512307,0.008019514655517517,0.018549265965646385,-0.04154589957203102
2014-06-30,1150.3876737199962,2978.286823367001,18914.31519704346,65.53454324687169,0.04274549740925474,-0.0018608570848186808,-0.023573340458389304,-0.07127801660961457
2014-07-01,1165.9602234085728,3063.3330617603374,18942.403734357955,63.521581898750455,0.01344598048187052,0.028155315330451583,0.0014839396155709606,-0.03119766086487004
2014-07-02,1156.1538205139304,3144.4386812140597,18730.046728082016,68.21627958334675,-0.008446149505200385,0.026131835435133238,-0.011273981539618366,0.07130351935602193
2014-07-03,1192.4043869123684,3123.9224320913695,18642.522328721177,72.26432576975807,0.030872937749598726,-0.006545992488922094,-0.004683893111183921,0.057647347955449395
2014-07-04,1135.4831396117709,2973.380854149758,19213.24916123058,70.45114974480988,-0.04891352784924699,-0.04938976185946517,0.03015498336501412,-0.02541102966482097
2014-07-07,1111.8971911840285,2981.3818561387156,19513.566672967052,69.39941884379598,-0.020990496443729967,0.0026872630172118605,0.01550984895057803,-0.015041064754021926
2014-07-08,1106.7031841148078,2878.9276831874104,19735.24067146684,70.55122787740618,-0.00468224617308254,-0.03496901056225943,0.011295953716836659,0.016460589035656684
2014-07-09,1039.9862813441034,2885.9744072954363,19604.967571323567,67.73546189743331,-0.06217796935898499,0.0024446998429531147,-0.006622922559067536,-0.04072923031112587
2014-07-10,1081.4629743381308,2944.803314828095,19361.335455537323,67.06301320907488,0.0391072083029513,0.020179436305426405,-0.012504922029782938,-0.009977179133661085
2014-07-11,1120.4853604922075,2923.5193872835844,18678.133885262327,68.38721489006288,0.03544721866310814,-0.007253868593261255,-0.03592453087624212,0.01955321728557121
2014-07-14,1107.2280805537946,2928.2001229287957,18271.009416198835,68.10183746963837,-0.011902281685537643,0.00159978161472955,-0.022037909942083402,-0.0041816956209575935
2014-07-15,1108.6193594297356,2894.4795427820395,18603.619931565594,67.73253710615728,0.0012557534726118315,-0.011582624863499471,0.018040562967313965,-0.005437523079834853
2014-07-16,1103.7907713423026,2884.9062954559913,18977.58136164948,67.04076777252047,-0.0043650096218467395,-0.0033128973734441983,0.019902172408913506,-0.010265763082328724
2014-07-17,1138.9840854113127,2803.072880093296,18724.697959756708,64.8466166692666,0.03138630076312327,-0.028776146929867685,-0.013414955215583911,-0.03327617079898777
2014-07-18,1163.647352076186,2779.020222716186,19066.192039489328,63.13813881433088,0.02142262932768255,-0.00861784488159616,0.0180733174209101,-0.026699732192885135
2014-07-21,1165.340143454573,2805.801863443219,19599.59637453307,60.34251880774542,0.001453671760565869,0.009590939732184816,0.02759225651433276,-0.04528802912863925
2014-07-22,1236.2545534105834,2758.919514204812,19339.91223589775,60.34303377346347,0.059073274158501436,-0.016850244721989788,-0.013338020831227556,8.534007709072818e-06
2014-07-23,1208.8557677534752,2784.1094524553314,18525.308865020554,60.76931516565907,-0.02241202147395327,0.009088933798049268,-0.04303310813837146,0.007039466351040839
2014-07-24,1197.935097045825,2772.6358189312114,19262.571467518348,62.338194053531346,-0.009074943581147387,-0.004129629583342528,0.039026066909730275,0.02548932781410269
2014-07-25,1213.1562680453555,2838.76988714731,18976.648666814377,63.76885546648543,0.012626127264588182,0.02357239307845235,-0.014954705059565152,0.022690607715260793
2014-07-28,1224.276621411319,2811.4918621761117,19257.908433414777,64.32163750467932,0.009124707039882236,-0.00965556574491217,0.014712598308125876,0.008631170933758158
2014-07-29,1244.9532924808684,2766.385583374842,18608.197301109885,66.69682434694634,0.016747856691777578,-0.016173629665646335,-0.03431960533084558,0.036261257534156696
2014-07-30,1243.6427431359755,2868.240535832098,18261.337912579904,63.50443891964433,-0.0010532440358244084,0.036157163457580396,-0.01881605613317678,-0.049047533096003806
2014-07-31,1276.8840714427674,2829.3105865968823,18670.517652763454,63.51965418576845,0.026378021876447846,-0.01366571505893012,0.022159541003119548,0.00023956504352715146
2014-08-01,1306.8312884069849,2757.625697057613,19107.47903465561,65.15176196282503,0.02318255225051755,-0.025663018192914375,0.023134147286988798,0.02536997516931712
2014-08-04,1337.490350214885,2709.376098941104,19217.547213242757,65.24308459283415,0.023189641744945998,-0.017651668214824712,0.005743948118796046,0.001400709419927725
2014-08-05,1346.2367637167401,2722.806028577806,18883.02512888077,65.193267841805,0.006518132505457508,0.004944590105323134,-0.017560401855983232,-0.0007638476930931114
2014-08-06,1382.6916681258706,2675.169760357822,19725.069216552267,64.44768597975403,0.026718966119094592,-0.017650136548514713,0.0436269986372561,-0.011502385016406831
2014-08-07,1363.3489675702278,2598.5830287683825,19133.093303187754,63.10682442690806,-0.01408793461766903,-0.029046532618611436,-0.03047090635404873,-0.021024908360100417
2014-08-08,1416.997679195007,2661.6798204550787,19687.16545590687,66.1705634638455,0.03859617390101332,0.023991127391689855,0.028547454276472206,0.04740678712010859
2014-08-11,1432.3516314716428,2655.6161627055208,19882.021579776676,68.13058347661566,0.010777268221699493,-0.0022807308064931855,0.009848961456382324,0.029190505529594832
2014-08-12,1455.192050467573,2611.4019773711166,20503.240677902537,66.07792990513482,0.015820294262606473,-0.01678947091814332,0.030767070317633153,-0.030591407294152023
2014-08-13,1405.9282395493174,2580.5118900998255,20376.328340753433,66.5528729583851,-0.03444013200300809,-0.01189944692991086,-0.006209103859594249,0.007161912211920044
2014-08-14,1359.3610408554518,2617.9834501948517,20257.438474453254,66.77467617323113,-0.033682986912384784,0.01441655965370452,-0.00585179346564813,0.003327195630736067
2014-08-15,1319.0279855549304,2789.460110693249,20452.3070617834,70.73245932094845,-0.03011967568445001,0.06344372247335273,0.009573632708433522,0.05758067152946285
2014-08-18,1365.116053158566,2754.629081791647,21458.233388256118,66.1085258103297,0.03434435489011232,-0.012565269413504457,0.04801272178743829,-0.06760685893786338
2014-08-19,1353.435169299476,2800.986401920949,21214.82439799514,65.74996103541237,-0.008593515286492014,0.016688842560766772,-0.01140821130713292,-0.005438643614407734
2014-08-20,1325.4024125147441,2740.82292333775,21476.38263771571,67.67670066696742,-0.020929809478690067,-0.021713429250777603,0.012253648030249302,0.028882886658771558
2014-08-21,1331.4165143127975,2801.028484675639,22607.47971576423,70.68358298315064,0.0045273029408546515,0.021728453400317704,0.05132696300390081,0.04347137409451229
2014-08-22,1253.995567477555,2823.648716800337,23029.416295794617,76.23404516365368,-0.05990851632994491,0.008043254133038358,0.018491555729584552,0.0755948106439506
2014-08-25,1337.9580879528824,2866.027229398221,23082.795050794295,74.02609988008072,0.0648097293178911,0.014896910371839569,0.002315168901400664,-0.029390417735694358
2014-08-26,1391.7721189778683,2921.1407768484514,22909.77817956806,71.7776856171238,0.03943320406435029,0.019047386791063846,-0.00752372286343456,-0.030844089628337595
2014-08-27,1390.01867092718,2935.687988853244,22012.894063520493,78.35635175986548,-0.0012606615057295613,0.004967617289878284,-0.039935438696032916,0.08769339208993499
2014-08-28,1382.7772667869683,2838.326971401424,22144.78537097116,82.88800465319008,-0.0052231904301881515,-0.033727050266807015,0.005973669873432758,0.05622332052419926
2014-08-29,1402.1374935098156,2877.9424894375666,21698.879144702154,81.05791293074337,0.013903864410493138,0.013860841431501613,-0.020341438447731015,-0.022326481434143487
2014-09-01,1416.9420918104604,2824.563120919006,22510.784221327296,84.7207292857721,0.010503239765689879,-0.018721920266313776,0.03673388621457343,0.044196435791511356
2014-09-02,1428.59353757835,2780.970571526273,21958.14239162466,80.05816000994564,0.008189327003725804,-0.0155537119565656,-0.02485647059106455,-0.05660693878347882
2014-09-03,1425.7523309113012,2721.5498857912044,21510.95516984025,81.34194341067875,-0.0019907942038730423,-0.021598464240451067,-0.020575674373980894,0.01590842196723141
2014-09-04,1447.8756794945061,2686.621373357394,21751.175649948407,79.2357531710376,0.015397807654990369,-0.012917119823455224,0.011105460801038436,-0.026234166744614387
2014-09-05,1456.381755680354,2664.972436089462,21893.71928243728,81.9519921230543,0.005857676667905614,-0.008090694522945923,0.006531995988752798,0.033705988016293965
